row_ID,study_ID,title,year,journal,volume,issue,pages,authors,taxo_group,species_name,population,study_environment,age,personality_trait,study_type,male_n,female_n,male_mean,male_SE,female_mean,female_SE,error_type,m_SE_to_SD,f_SE_to_SD,directionality,comp,depend,data_type,data_location,score,proportion,flip_sign,data_quality
1524,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,sociality,experimental,11,11,73.3,10.13,76.45,11.36,SE,33.597,37.677,1,1242,473,distress calls,in-text,,,,
1525,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,sociality,experimental,11,11,58.28,8.44,25.28,4.81,SE,27.992,15.953,1,1243,473,distress calls,in-text,,,,
1526,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,boldness,experimental,11,11,53.05,5.91,79.25,8.35,SE,19.601,27.694,1,1244,474,duration tonic immobility,in-text,,,,
1527,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,boldness,experimental,11,11,38.17,4.65,36.39,4.9,SE,15.422,16.251,1,1245,474,duration tonic immobility,in-text,,,,
1528,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,boldness,experimental,11,11,46.9,4.1,32,4.4,SE,13.598,14.593,1,1246,475,% fear response,in-text,,,,
1529,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,boldness,experimental,11,11,27.8,3.9,33,4.8,SE,12.935,15.92,1,1247,475,% fear response,in-text,,,,
1530,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,boldness,experimental,11,11,28.1,9.81,22.95,9.17,SE,32.536,30.413,1,1248,476,latency to emerge,in-text,,,,
1531,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,boldness,experimental,11,11,32,10.7,51.33,13.63,SE,35.488,45.206,1,1249,476,latency to emerge,in-text,,,,
1532,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,activity,experimental,11,11,4.8,0.56,5.6,0.69,SE,1.857,2.288,,1250,477,no. locomotor acts,in-text,,,,
1533,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,activity,experimental,11,11,6.28,0.6,4.01,0.6,SE,1.99,1.99,,1251,477,no. locomotor acts,in-text,,,,
1534,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,exploration,experimental,11,11,19.9,5.22,7.6,3.12,SE,17.313,10.348,1,1252,478,time to first step,in-text,,,,
1535,P169,Precocial bird mothers shape sex differences in the behavior of their chicks,2014,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,321,5,265-275,"Pittet, F.; Houdelier, C.; Lumineau, S.",bird,Coturnix japonica,lab,lab,juvenile,exploration,experimental,11,11,6.72,1.6,24.01,16.5,SE,5.307,54.724,1,1253,478,time to first step,in-text,,,,
1536,P170,Sex matters: A social context to boldness in guppies (Poecilia reticulata),2010,Behavioral Ecology,21,1,,"Piyapong, C.; Krause, J.; Chapman, B.B.; Ramnarine, I.W.; Louca, V.; Croft, D.P.",fish,Poecilia reticulata,lab,lab,adult,boldness,experimental,32,31,13.5,4.9,44.2,10.3,SE,27.719,57.348,1,1254,479,time to first move,in-text,,,,
1537,P170,Sex matters: A social context to boldness in guppies (Poecilia reticulata),2010,Behavioral Ecology,21,1,,"Piyapong, C.; Krause, J.; Chapman, B.B.; Ramnarine, I.W.; Louca, V.; Croft, D.P.",fish,Poecilia reticulata,lab,lab,adult,boldness,experimental,32,31,18.3,3.5,14.9,2.3,SE,19.799,12.806,1,1254,479,time to first move,in-text,,,,
1538,P170,Sex matters: A social context to boldness in guppies (Poecilia reticulata),2010,Behavioral Ecology,21,1,,"Piyapong, C.; Krause, J.; Chapman, B.B.; Ramnarine, I.W.; Louca, V.; Croft, D.P.",fish,Poecilia reticulata,lab,lab,adult,boldness,experimental,32,31,72,18.2,299.6,39.8,SE,102.955,221.597,1,1255,480,time to surface,in-text,,,,
1539,P170,Sex matters: A social context to boldness in guppies (Poecilia reticulata),2010,Behavioral Ecology,21,1,,"Piyapong, C.; Krause, J.; Chapman, B.B.; Ramnarine, I.W.; Louca, V.; Croft, D.P.",fish,Poecilia reticulata,lab,lab,adult,boldness,experimental,32,31,233.2,34.2,159.9,33.3,SE,193.464,185.407,1,1255,480,time to surface,in-text,,,,
1540,P170,Sex matters: A social context to boldness in guppies (Poecilia reticulata),2010,Behavioral Ecology,21,1,,"Piyapong, C.; Krause, J.; Chapman, B.B.; Ramnarine, I.W.; Louca, V.; Croft, D.P.",fish,Poecilia reticulata,lab,lab,adult,boldness,experimental,32,31,15.5,4.94,44.2,10.34,SE,27.945,57.571,1,1256,479,time to first move,in-text,,,,
1541,P170,Sex matters: A social context to boldness in guppies (Poecilia reticulata),2010,Behavioral Ecology,21,1,,"Piyapong, C.; Krause, J.; Chapman, B.B.; Ramnarine, I.W.; Louca, V.; Croft, D.P.",fish,Poecilia reticulata,lab,lab,adult,boldness,experimental,32,31,18.3,3.5,14.9,2.3,SE,19.799,12.806,1,1256,479,time to first move,in-text,,,,
1542,P170,Sex matters: A social context to boldness in guppies (Poecilia reticulata),2010,Behavioral Ecology,21,1,,"Piyapong, C.; Krause, J.; Chapman, B.B.; Ramnarine, I.W.; Louca, V.; Croft, D.P.",fish,Poecilia reticulata,lab,lab,adult,boldness,experimental,32,31,72,18.2,299.6,39.8,SE,102.955,221.597,1,1257,480,time to surface,in-text,,,,
1543,P170,Sex matters: A social context to boldness in guppies (Poecilia reticulata),2010,Behavioral Ecology,21,1,,"Piyapong, C.; Krause, J.; Chapman, B.B.; Ramnarine, I.W.; Louca, V.; Croft, D.P.",fish,Poecilia reticulata,lab,lab,adult,boldness,experimental,32,31,233.2,34.2,159.9,33.3,SE,193.464,185.407,1,1257,480,time to surface,in-text,,,,
1544,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.56,0.06,0.73,0.06,SE,0.085,0.085,,1258,481,score,in-text,1,,,
1545,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,activity,experimental,2,2,0.79,0.04,0.63,0.04,SE,0.057,0.057,,1259,482,score,in-text,1,,,
1546,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.63,0.08,0.55,0.08,SE,0.113,0.113,,1258,481,score,in-text,1,,,
1547,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.71,0.06,0.67,0.06,SE,0.085,0.085,,1258,481,score,in-text,1,,,
1548,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.56,0.08,0.23,0.06,SE,0.113,0.085,,1258,481,score,in-text,1,,,
1549,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.23,0.05,0.39,0.05,SE,0.071,0.071,,1258,481,score,in-text,1,,,
1550,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,sociality,experimental,2,2,0.79,0.05,0.68,0.09,SE,0.071,0.127,,1260,483,score,in-text,1,,,
1551,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,sociality,experimental,2,2,0.83,0.03,0.8,0.05,SE,0.042,0.071,,1260,483,score,in-text,1,,,
1552,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,sociality,experimental,2,2,0.8,0.05,0.75,0.07,SE,0.071,0.099,,1260,483,score,in-text,1,,,
1553,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.88,0.02,0.78,0.04,SE,0.028,0.057,,1258,481,score,in-text,1,,,
1554,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.78,0.05,0.82,0.09,SE,0.071,0.127,,1258,481,score,in-text,1,,,
1555,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.49,0.07,0.73,0.06,SE,0.099,0.085,,1258,481,score,in-text,1,,,
1556,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,sociality,experimental,2,2,0.26,0.05,0.44,0.06,SE,0.071,0.085,,1260,483,score,in-text,1,,,
1557,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.11,0.01,0.24,0.05,SE,0.014,0.071,,1258,481,score,in-text,1,,,
1558,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.59,0.06,0.59,0.1,SE,0.085,0.141,,1258,481,score,in-text,1,,,
1559,P171,Novel environmental enrichment may provide a tool for rapid assessment of animal personality: A case study with giant pandas (Ailuropoda melanoleuca),2008,Journal of Applied Animal Welfare Science,11,4,301-318,"Powell, D.M.; Svoke, J.T.",mammal,Ailuropoda melanoleuca,lab,lab,adult,boldness,experimental,2,2,0.09,0.02,0.11,0.02,SE,0.028,0.028,,1258,481,score,in-text,1,,,
1560,P172,Reproductive consequences of male body mass and aggressiveness depend on females' behavioral types,2011,Behavioral Ecology and Sociobiology,65,10,1957-1966,"Pruitt, J.N.; Riechert, S.E.; Harris, D.J.",invertebrate,Anelosimus studiosus,field,lab,adult,aggression,experimental,100,120,11.486,0.53,11.046,0.6,SE,5.3,6.573,,1261,484,aggression score,Figure,1,,,
1561,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,134.759,52.941,211.765,48.93,SE,259.357,239.707,,1262,485,duration behaviours,Figure,,,,
1562,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,72.995,32.888,49.733,5.615,SE,161.118,27.508,,1263,485,duration behaviours,Figure,,,,
1563,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,140.374,53.743,66.578,21.658,SE,263.286,106.102,,1262,485,duration behaviours,Figure,,,,
1564,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,59.358,27.273,24.064,6.417,SE,133.61,31.437,,1263,485,duration behaviours,Figure,,,,
1565,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,113.904,57.754,76.203,16.845,SE,282.936,82.523,,1262,485,duration behaviours,Figure,,,,
1566,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,48.93,40.107,46.524,10.428,SE,196.483,51.087,,1263,485,duration behaviours,Figure,,,,
1567,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,23.271,14.628,7.314,5.984,SE,71.662,29.315,,1262,485,duration behaviours,Figure,,,,
1568,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,61.835,39.229,159.574,52.527,SE,192.182,257.329,,1263,485,duration behaviours,Figure,,,,
1569,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,17.952,18.617,3.324,0.665,SE,91.204,3.258,,1262,485,duration behaviours,Figure,,,,
1570,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,49.867,28.59,13.963,7.314,SE,140.062,35.831,,1263,485,duration behaviours,Figure,,,,
1571,P173,Sociality and oxytocin and vasopressin in the brain of male and female dominant and subordinate mandarin voles,2014,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",200,2,149-159,"Qiao, X.; Yan, Y.; Wu, R.; Tai, F.; Hao, P.; Cao, Y.; Wang, J.",mammal,Lasiopodomys mandarinus,lab,lab,adult,aggression,experimental,12,12,3.324,1.33,1.995,2.66,SE,6.516,13.031,,1262,485,duration behaviours,Figure,,,,
